Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO₂e‍),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Antigua & Barbuda,2011,1.0323,1.0389,0.513,0.1621,0.0125,0.3447,0.5196,0.1621,0.0125,0.514,0.3447,0.0221,0.1514,0.0066,,,,,0.001,0
Antigua & Barbuda,2012,1.0713,1.0779,0.524,0.164,0.0126,0.3708,0.5305,0.164,0.0126,0.525,0.3708,0.0222,0.1534,0.0066,,,,,0.001,0
Antigua & Barbuda,2013,1.0993,1.1059,0.524,0.1659,0.0126,0.3968,0.5305,0.1659,0.0126,0.525,0.3968,0.0222,0.1554,0.0066,,,,,0.001,0
Antigua & Barbuda,2014,1.1346,1.1412,0.5313,0.1679,0.0127,0.4228,0.54,0.17,0.01,0.5323,0.4228,0.0222,0.1573,0.0066,,,,,0.001,0
Argentina,1990,233.0957,303.4611,105.8838,88.8718,36.6792,1.6609,171.6882,92.2868,37.8252,113.7341,3.6067,106.3652,9.3898,70.3654,2.24,34.3,14.63,28.44,23.155,13.2091
Argentina,1991,237.5316,307.897,110.9934,88.7217,36.3551,1.4614,176.7979,92.1367,37.5011,119.5107,3.3029,105.0628,9.6552,70.3654,1.52,38.21,14.47,29.96,23.4247,13.446
Argentina,1992,241.8817,312.2472,113.0808,90.314,37.2252,1.2618,178.8852,93.729,38.3712,121.3344,3.9299,106.6969,9.9206,70.3654,1.54,37.71,14.51,32.12,23.6944,13.3
Argentina,1993,242.0501,312.4155,114.2917,89.9503,36.7459,1.0622,180.0961,93.3653,37.8919,122.8092,4.0292,105.0257,10.186,70.3654,1.21,34.06,14.56,35.73,24.6041,13.8651
Argentina,1994,252.1711,322.5366,122.1321,91.2317,37.9447,0.8626,187.9365,94.6467,39.0907,130.8952,4.1468,106.6776,10.4515,70.3654,2.14,32.47,21.22,37.14,25.8638,14.2114
Argentina,1995,253.8123,324.1777,123.9986,91.411,37.7396,0.6631,189.803,94.826,38.8856,133.7365,3.5353,105.8235,10.7169,70.3654,3.31,34.19,20.09,38.3,26.6635,14.503
Argentina,1996,262.9425,333.167,133.6614,89.978,38.5622,0.7408,199.592,93.203,39.6312,143.7822,3.4512,104.333,11.3761,70.2245,3.84,37.76,22.34,39.45,27.3396,16.9026
Argentina,1997,266.9057,336.9591,137.7197,90.0729,38.2945,0.8186,203.0892,93.5419,39.5095,147.1902,4.4003,103.2799,12.0352,70.0534,4.41,37.48,27.97,40.59,26.9257,14.2145
Argentina,1998,268.589,340.167,141.1898,88.6433,37.8596,0.8963,207.9248,92.2983,39.0476,150.7647,4.5947,100.5353,12.6944,71.578,4.33,39.45,28.64,42.48,27.0719,13.1128
Argentina,1999,275.3448,347.3035,144.5209,91.2366,38.6132,0.9741,210.5826,95.5816,40.1652,154.2662,4.7231,103.0019,13.3536,71.9587,4.33,44.4,27.48,41.1,28.718,12.5582
Argentina,2000,277.5082,346.2551,143.5173,92.26,40.6791,1.0518,208.8372,94.853,41.5131,154.0119,4.2726,105.211,14.0127,68.7469,4.36,45,27.08,40.25,29.5141,12.1678
Argentina,2001,271.2806,357.1835,132.7315,94.1039,43.1724,1.2728,216.4434,95.7739,43.6934,143.6914,4.2144,109.2235,14.1513,85.9029,4.18,38.99,27.58,36.56,28.2853,12.2861
Argentina,2002,263.9795,354.1817,125.091,95.649,41.7456,1.4938,211.8413,98.346,42.5006,137.0439,3.6286,109.0171,14.2898,90.2022,3.73,36.6,26.22,34.06,27.3766,12.7873
Argentina,2003,284.2345,374.0393,135.4356,101.0967,45.9873,1.7148,221.0264,104.2677,47.0303,146.9159,4.5084,118.3819,14.4283,89.8048,3.78,40.33,28.53,34.97,29.6779,13.398
Argentina,2004,299.1197,397.4619,151.2346,101.2352,44.7141,1.9359,243.2078,106.1762,46.1421,162.3778,5.2526,116.9224,14.5669,98.3423,3.88,46.8,32.32,37.89,32.2991,13.0786
Argentina,2005,302.6715,394.3167,154.4732,101.8021,44.2394,2.1569,242.1423,104.9111,45.1064,165.1291,6.147,116.69,14.7054,91.6452,4.39,47.5,31.08,39.62,34.0704,12.8687
Argentina,2006,316.2335,427.7974,164.4163,103.6056,45.8165,2.3951,269.8823,108.3646,47.1555,174.5981,7.0647,119.7031,14.8677,111.5639,3.96,50.31,33.79,41.79,35.6971,13.0109
Argentina,2007,326.8328,428.8258,171.887,104.2533,48.0593,2.6333,269.2249,107.6583,49.3093,181.9205,7.6562,122.2261,15.03,101.993,4.57,55.99,33.96,42.46,36.0738,13.4267
Argentina,2008,335.5216,446.6933,183.073,103.5819,45.9951,2.8715,285.4867,109.7679,48.5671,193.2442,7.9619,119.1232,15.1923,111.1717,4.7,60.86,33.33,45.11,40.3305,13.6236
Argentina,2009,319.7705,427.2331,175.1865,100.0705,41.4038,3.1098,278.337,103.5415,42.2448,185.7078,8.0552,110.653,15.3545,107.4626,4.75,61.11,30.72,40.56,39.4873,13.8206
Argentina,2010,320.1575,418.6718,180.502,93.5255,42.782,3.348,275.3133,96.1365,43.874,190.692,8.8299,105.1188,15.5168,98.5143,5.67,62.34,31.5,43.4,39.534,13.9081
Argentina,2011,328.1953,424.8263,188.4899,92.9773,43.1234,3.6047,281.012,95.9393,44.2704,198.1675,9.6718,104.6823,15.6736,96.631,6.51,66.84,31.39,49.25,36.8367,13.8608
Argentina,2012,333.9591,434.7031,192.6244,95.2441,42.2291,3.8615,288.7383,98.7521,43.3511,202.8118,9.4915,105.8254,15.8304,100.744,7.62,71.45,29.88,48.78,38.6595,14.0323
Argentina,2013,334.2374,431.6378,188.6841,96.9757,44.4594,4.1182,281.4725,100.3027,45.7444,198.3555,10.3371,109.5576,15.9872,97.4004,8.36,67.62,29.88,45.71,40.8423,14.3132
Argentina,2014,348.6472,443.2557,199.7888,98.493,45.9905,4.3749,291.96,100.28,46.65,209.7721,10.3546,112.3765,16.144,94.6084,7.64,73.19,32.46,46.5,43.585,14.0471
Armenia,1990,23.9429,24.0688,20.0813,3.0833,0.7636,0.0148,20.2076,3.0833,0.7636,21.6312,0.2561,1.4391,0.6165,0.1259,0.6,6.1,3.81,2.96,7.091,1.6702
Armenia,1991,24.5752,24.7011,20.9037,2.9377,0.7179,0.016,21.03,2.9377,0.7179,22.3403,0.2397,1.3848,0.6105,0.1259,0.67,7.8,3.99,2.9,6.1098,1.5505
Armenia,1992,14.2386,14.3669,10.8479,2.6201,0.7534,0.0172,10.9762,2.6201,0.7534,12.1794,0.2151,1.2397,0.6044,0.1283,0.46,4.86,1.38,1.83,2.6786,1.4308
Armenia,1993,8.132,8.2603,5.0189,2.4263,0.6683,0.0184,5.1473,2.4263,0.6683,6.3185,0.1173,1.0978,0.5984,0.1283,0.2,0.81,2,1.19,1.0074,1.3111
Armenia,1994,5.6361,5.7644,2.7313,2.2885,0.5967,0.0196,2.8596,2.2885,0.5967,3.9476,0.0709,1.0253,0.5923,0.1283,0.15,0.82,0.64,0.16,1.1362,1.1914
Armenia,1995,6.2392,6.3675,3.4836,2.1512,0.5835,0.0208,3.6119,2.1512,0.5835,4.5067,0.1344,1.0118,0.5863,0.1283,0.1,1.39,0.51,0.11,1.4249,1.0717
Armenia,1996,5.1794,5.3077,2.5392,2.0223,0.5879,0.0299,2.6676,2.0223,0.5879,3.406,0.1691,1.0232,0.5811,0.1283,0.06,1.54,0.45,0.06,0.4139,0.9521
Armenia,1997,5.7977,5.9261,3.3066,1.8856,0.5665,0.039,3.4349,1.8856,0.5665,4.0352,0.1856,1.0011,0.5759,0.1283,0.06,1.8,0.85,0.06,0.4829,0.8324
Armenia,1998,5.7513,5.8816,3.4302,1.7231,0.5499,0.0481,3.5586,1.7241,0.5509,4.0245,0.1983,0.9578,0.5707,0.1303,0.06,1.79,0.97,0.07,0.4918,0.7127
Armenia,1999,5.253,5.3813,3.0729,1.5967,0.5261,0.0572,3.2012,1.5967,0.5261,3.5438,0.2001,0.9436,0.5655,0.1283,0.06,1.46,1.03,0.07,0.4008,0.593
Armenia,2000,5.595,5.7233,3.5299,1.4726,0.5262,0.0663,3.6583,1.4726,0.5262,3.9031,0.1762,0.9555,0.5603,0.1283,0.19,1.6,0.72,0.57,0.5397,0.4733
Armenia,2001,5.7346,5.852,3.6102,1.5005,0.5334,0.0905,3.7276,1.5005,0.5334,3.9638,0.2407,0.9786,0.5516,0.1173,0.18,1.54,0.8,0.57,0.5612,0.4926
Armenia,2002,5.3548,5.4721,3.0859,1.5331,0.6211,0.1147,3.2032,1.5331,0.6211,3.4345,0.2906,1.0869,0.5428,0.1173,0.16,0.92,0.8,0.54,0.6627,0.5118
Armenia,2003,5.7674,5.8848,3.4605,1.5652,0.6028,0.1389,3.5779,1.5652,0.6028,3.8152,0.3294,1.0886,0.5341,0.1173,0.08,0.88,0.99,0.59,0.8341,0.5311
Armenia,2004,6.1323,6.2496,3.7092,1.6037,0.6563,0.1631,3.8265,1.6037,0.6563,4.026,0.4123,1.1686,0.5254,0.1173,0.12,0.77,1.1,0.61,1.0056,0.5504
Armenia,2005,6.8682,6.9855,4.4304,1.6171,0.6333,0.1873,4.5478,1.6171,0.6333,4.7167,0.4878,1.147,0.5167,0.1173,0.14,0.95,1.36,0.67,1.1671,0.5696
Armenia,2006,7.0136,7.1402,4.4614,1.6838,0.6571,0.2113,4.5861,1.6848,0.6581,4.7477,0.5227,1.1885,0.5546,0.1267,0.12,0.9,1.44,0.66,1.1678,0.58
Armenia,2007,7.8072,7.9319,5.1591,1.759,0.6539,0.2352,5.2837,1.759,0.6539,5.4088,0.5943,1.2116,0.5925,0.1247,0.17,1.08,1.17,1.06,1.5085,0.5903
Armenia,2008,8.3775,8.5022,5.6547,1.8124,0.6513,0.2592,5.7794,1.8124,0.6513,5.8899,0.6439,1.2134,0.6304,0.1247,0.17,1.04,1.34,1.26,1.6492,0.6007
Armenia,2009,7.2457,7.3704,4.5045,1.8132,0.6449,0.2831,4.6292,1.8132,0.6449,4.901,0.5176,1.1589,0.6682,0.1247,0.09,0.65,0.96,1.14,1.5399,0.611
Armenia,2010,7.0715,7.1962,4.2918,1.8517,0.6209,0.3071,4.4165,1.8517,0.6209,4.692,0.5489,1.1245,0.7061,0.1247,0.13,0.63,0.52,1.26,1.6606,0.6214
Armenia,2011,7.7079,7.5612,4.8788,1.8643,0.6315,0.3332,4.7322,1.8643,0.6315,5.3282,0.542,1.1308,0.7069,-0.1467,0.14,0.95,0.6,1.29,1.8513,0.6369
Armenia,2012,8.6009,8.4543,5.6598,1.9098,0.672,0.3593,5.5132,1.9098,0.672,6.1143,0.5791,1.1997,0.7078,-0.1467,0.14,1.43,0.67,1.3,2.0619,0.6525
Armenia,2013,8.5935,8.4468,5.4562,1.9863,0.7656,0.3854,5.3095,1.9863,0.7656,5.9305,0.6016,1.3528,0.7086,-0.1467,0.14,1.32,0.66,1.28,2.0125,0.668
Armenia,2014,8.6263,8.4796,5.4325,2.0215,0.7607,0.4115,5.29,2.02,0.76,5.9266,0.624,1.3662,0.7094,-0.1467,0.13,1.55,0.58,1.45,1.6631,0.6835
Australia,1990,478.2095,479.5246,263.6924,130.3834,78.8432,5.2905,260.7635,132.9964,80.4742,288.9341,9.9407,161.5398,17.795,1.315,6.5,142.86,42.83,62.02,15.9605,25.2536
Australia,1991,477.0836,478.3986,264.6071,129.374,78.1763,4.9262,261.6782,131.987,79.8073,290.373,9.177,159.9413,17.5923,1.315,6.47,145.33,43.08,60.58,16.1466,25.2464
Australia,1992,477.0781,478.3931,268.1697,127.2218,77.1248,4.5618,265.2407,129.8348,78.7558,294.3278,8.5453,156.8154,17.3896,1.315,6.85,147.76,42.8,62.07,16.6327,25.0751
Australia,1993,478.3845,479.6995,272.1236,125.4317,76.6317,4.1975,269.1946,128.0447,78.2627,298.282,8.3056,154.61,17.1868,1.315,7.41,149.18,43.7,63.18,17.2188,25.0132
Australia,1994,485.4769,486.7919,278.4525,126.6177,76.5736,3.8331,275.5235,129.2307,78.2046,304.1569,8.5202,155.8157,16.9841,1.315,7.81,151.91,45.39,64.82,17.1949,24.8419
Australia,1995,493.1283,494.4434,288.9172,124.2883,76.454,3.4688,285.9882,126.9013,78.085,314.6658,8.2366,153.4446,16.7814,1.315,8.62,158.12,46.19,67.53,17.991,24.8348
Australia,1996,495.6323,498.2425,299.5015,120.3459,72.0538,3.7311,296.4407,124.0149,74.0558,325.9073,8.4485,144.8872,16.3893,2.6102,9.13,165.96,45.97,70.01,18.4588,25.4985
Australia,1997,501.9787,507.1268,306.8457,120.0683,71.0715,3.9933,303.6208,125.4533,74.0595,333.6853,8.884,143.4124,15.9971,5.1481,9.13,170.18,47.45,71.37,18.7765,25.8888
Australia,1998,529.9795,533.5268,327.6525,122.3753,75.696,4.2556,324.6098,126.6383,78.023,354.8232,9.4221,150.1293,15.6049,3.5473,9.5,190.41,47.57,71.38,19.1843,26.279
Australia,1999,565.999,571.3987,333.2828,134.6516,93.5468,4.5178,329.9795,140.4276,96.4738,360.6895,10.0554,180.0414,15.2128,5.3997,9.83,194.22,47.44,72.76,19.272,26.9975
Australia,2000,588.0207,588.3029,338.9843,142.2715,101.9847,4.7801,336.0256,144.3015,103.1957,366.898,10.4176,195.8845,14.8206,0.2822,10.21,196.98,47.96,75,19.6897,27.2783
Australia,2001,594.7678,643.4124,345.2049,141.5877,102.6452,5.3299,390.2525,143.8077,104.0222,373.302,11.1578,195.7466,14.5613,48.6446,10.63,204.34,47.24,74.4,19.9577,27.3644
Australia,2002,593.9823,642.7852,353.2106,137.8874,97.0047,5.8796,397.1965,140.6584,99.0507,381.4654,11.9238,186.291,14.302,48.8029,8.77,218.82,37.9,76.12,21.0756,27.5599
Australia,2003,537.0973,593.96,357.2841,109.6771,63.7067,6.4294,404.3748,115.4681,67.6877,385.4988,12.8875,124.6682,14.0428,56.8627,8.79,214.77,44.25,76.4,22.3235,27.7554
Australia,2004,583.9559,628.8158,371.0194,123.682,82.2754,6.9792,414.6432,124.429,82.7644,399.4175,13.6278,157.1271,13.7835,44.8598,9.99,224.83,45.26,79.17,22.2614,27.8962
Australia,2005,558.6473,603.388,376.4728,110.4809,64.1647,7.5289,420.1615,111.1439,64.5537,404.8163,14.6062,125.7006,13.5242,44.7406,10.92,230.97,43.78,79.32,22.6993,28.037
Australia,2006,593.3024,603.8386,382.163,123.9456,79.4215,7.7723,383.7092,129.1396,83.2175,411.2006,15.2282,153.2214,13.6522,10.5362,11.53,235.9,42.64,81.23,22.4255,29.0051
Australia,2007,593.2156,597.5568,392.3619,119.1671,73.671,8.0156,392.9191,121.3981,75.224,422.255,15.6889,141.4916,13.7802,4.3412,11.89,242.87,43.27,83.56,22.5818,29.9732
Australia,2008,573.521,573.9541,394.9608,109.1648,61.1365,8.259,394.5339,109.7008,61.4605,425.7093,16.1496,117.7539,13.9082,0.433,12.19,242,44.78,85.26,22.728,30.9413
Australia,2009,587.8017,590.5727,400.9866,113.1403,65.1725,8.5023,401.2655,114.6173,66.1875,432.7884,16.4125,124.5647,14.0362,2.7709,11.21,250.75,41.75,84.99,23.3343,31.9641
Australia,2010,561.6214,561.9463,394.1143,104.3442,54.4173,8.7457,393.6582,104.8022,54.7403,427.3174,16.3273,103.8126,14.1641,0.3249,12.37,245.11,38.04,87.59,23.5905,32.9869
Australia,2011,646.9771,579.1158,392.1792,142.3614,103.0615,9.3749,322.438,143.5324,103.7705,425.7855,17.1067,189.7581,14.3268,-67.8613,11.88,238.45,39.62,90.24,23.9112,33.5643
Australia,2012,648.6069,581.1951,391.8179,143.352,103.4328,10.0041,322.3541,144.613,104.2238,426.0289,17.6847,190.4039,14.4894,-67.4118,12.86,235.75,41.12,90.89,24.172,34.0869
Australia,2013,580.0997,514.797,387.8514,116.4157,65.1993,10.6334,318.8176,118.6327,66.7133,422.667,18.2626,124.5181,14.6521,-65.3027,12.88,227.49,43.66,92.33,24.5127,34.6643
Australia,2014,589.7345,523.2127,378.8118,123.5883,76.0718,11.2626,309.26,125.38,77.3,413.8804,19.1923,141.8472,14.8147,-66.5218,14.05,218.13,42.94,92.49,25.1434,35.187
Austria,1990,74.9927,63.1343,58.7202,9.6317,5.2048,1.4359,46.8619,9.6317,5.2048,57.5056,5.0355,8.8953,3.5562,-11.8583,0.91,19.9,9.64,13.63,14.1469,0.2087
Austria,1991,78.9379,67.0795,62.9488,9.4422,5.1518,1.3949,51.0905,9.4422,5.1518,61.6935,5.0421,8.7431,3.4592,-11.8583,1.01,20.74,10.19,15.05,15.5114,0.2121
Austria,1992,73.7873,61.929,58.0962,9.2715,5.0657,1.354,46.2378,9.2715,5.0657,56.8513,4.9974,8.5763,3.3623,-11.8583,1.09,17.5,9.25,15.07,14.8158,0.2155
Austria,1993,73.7721,61.9138,58.2622,9.1563,5.0406,1.313,46.4039,9.1563,5.0406,57.0791,4.9014,8.5263,3.2653,-11.8583,1.15,17.64,9.5,15.22,14.4902,0.2189
Austria,1994,73.6969,61.8386,58.6272,8.8048,4.9928,1.272,46.7689,8.8048,4.9928,57.5169,4.7944,8.2172,3.1683,-11.8583,1.21,19.14,9.39,15.28,13.4846,0.2223
Austria,1995,76.3133,64.4549,61.5063,8.5879,4.9881,1.2311,49.6479,8.5879,4.9881,60.9047,4.2515,8.0857,3.0714,-11.8583,1.35,20.69,9.84,15.5,14.649,0.2257
Austria,1996,79.8759,68.0176,65.2409,8.3596,5.0624,1.2129,53.3826,8.3596,5.0624,64.614,4.2669,8.0363,2.9586,-11.8583,1.49,21.24,9.98,17.12,16.0508,0.2232
Austria,1997,78.7915,66.9331,64.4299,8.1027,5.0641,1.1948,52.5716,8.1027,5.0641,63.8033,4.2567,7.8856,2.8459,-11.8583,1.55,21.72,11.15,16.19,14.5226,0.2207
Austria,1998,79.2308,67.3725,65.0499,7.9174,5.0869,1.1766,53.1916,7.9174,5.0869,64.4126,4.2575,7.8276,2.7332,-11.8583,1.63,20.84,10.5,18.3,14.5644,0.2182
Austria,1999,77.3638,65.5054,63.3916,7.733,5.0807,1.1585,51.5333,7.733,5.0807,62.7618,4.2399,7.7415,2.6205,-11.8583,1.57,19.98,9.69,17.81,15.0661,0.2157
Austria,2000,77.3954,65.537,63.7533,7.4668,5.035,1.1403,51.895,7.4668,5.035,63.1311,4.2224,7.5341,2.5078,-11.8583,1.72,19.6,10.85,18.55,13.9179,0.2132
Austria,2001,81.501,74.4092,68.1343,7.2855,4.9038,1.1774,61.0425,7.2855,4.9038,67.5174,4.1234,7.3971,2.463,-7.0918,1.69,21.43,10.71,20.04,15.1098,0.2177
Austria,2002,82.9353,75.8435,69.5029,7.1519,5.066,1.2144,62.4111,7.1519,5.066,68.8438,4.072,7.6012,2.4183,-7.0918,1.59,21.98,10.29,21.93,14.4216,0.2222
Austria,2003,88.7603,81.669,74.7946,6.9921,5.7222,1.2515,67.7033,6.9921,5.7222,74.1701,3.9437,8.273,2.3735,-7.0913,1.49,24.2,11.05,23.51,15.1835,0.2267
Austria,2004,88.5856,81.4947,76.1291,6.842,4.326,1.2885,69.0382,6.842,4.326,75.2864,4.0682,6.9022,2.3287,-7.0909,1.76,24.8,11.71,23.84,14.7153,0.2311
Austria,2005,89.0648,81.973,76.8217,6.7142,4.2033,1.3256,69.7299,6.7142,4.2033,75.8928,4.0608,6.8273,2.284,-7.0918,1.99,25.53,11.49,24.55,14.0871,0.2356
Austria,2006,86.4195,82.261,74.2982,6.585,4.1651,1.3712,70.1398,6.585,4.1651,73.2082,4.279,6.7335,2.1988,-4.1585,2.07,24.45,11.68,23.3,13.5444,0.2338
Austria,2007,84.0461,79.8881,72.0741,6.4671,4.088,1.4169,67.9162,6.4671,4.088,70.7936,4.5265,6.6123,2.1137,-4.158,2.2,23.93,11.32,23.54,11.7716,0.232
Austria,2008,84.3307,80.1722,72.2754,6.3991,4.1936,1.4625,68.117,6.3991,4.1936,70.9289,4.6494,6.7238,2.0285,-4.1585,2.2,23.81,12.13,22.41,12.3588,0.2301
Austria,2009,77.9121,73.7536,65.9956,6.2672,4.1411,1.5082,61.8372,6.2672,4.1411,64.9643,4.3913,6.6131,1.9434,-4.1585,1.91,20.26,11.73,21.6,11.146,0.2283
Austria,2010,82.8152,78.6567,70.7915,6.2258,4.2441,1.5538,66.633,6.2258,4.2441,69.9397,4.2687,6.7485,1.8583,-4.1585,2.07,24.26,11.6,22.21,11.6532,0.2265
Austria,2011,81.1072,76.2155,68.9857,6.2147,4.2856,1.6212,64.094,6.2147,4.2856,68.0579,4.4196,6.7711,1.8587,-4.8918,2.18,24.34,11.7,21.62,10.1728,0.2251
Austria,2012,78.1579,73.2661,66.1204,6.1446,4.2043,1.6887,61.2286,6.1446,4.2043,65.186,4.5009,6.612,1.8591,-4.8918,2.09,22.36,11.19,21.59,9.8324,0.2237
Austria,2013,78.4743,73.5825,66.4137,6.1148,4.1897,1.7561,61.5219,6.1148,4.1897,65.5242,4.5308,6.5599,1.8595,-4.8918,2,21.54,10.93,22.78,10.0519,0.2222
Austria,2014,75.1477,70.2559,62.9711,6.1097,4.2435,1.8235,58.08,6.11,4.24,62.0823,4.6047,6.6008,1.8599,-4.8918,1.99,19.8,10.75,22.26,9.0515,0.2208
Azerbaijan,1990,74.8595,73.7348,57.9621,13.9956,2.8664,0.0355,56.8299,13.9973,2.8681,66.9614,0.4945,5.2583,2.1453,-1.1247,1.05,21.8,16.27,6.2,9.3503,13.3411
Azerbaijan,1991,83.5539,82.4292,67.4343,13.3524,2.7315,0.0356,66.3022,13.3542,2.7332,75.9155,0.4611,5.06,2.1174,-1.1247,0.84,22.47,17.01,4.76,7.9665,23.709
Azerbaijan,1992,59.4784,58.3321,44.6247,12.1491,2.6689,0.0357,43.4744,12.1511,2.6709,52.5802,0.4351,4.3736,2.0894,-1.1462,0.51,23,9.13,4,6.4827,9.9776
Azerbaijan,1993,67.4413,66.2951,53.5154,11.4548,2.4354,0.0358,52.3651,11.4568,2.4374,61.0182,0.3362,4.0255,2.0615,-1.1462,0.58,22.36,7.16,3.69,4.3289,23.4693
Azerbaijan,1994,60.6565,59.5103,47.5641,10.7411,2.3154,0.0359,46.4139,10.7431,2.3174,54.5812,0.2704,3.7714,2.0335,-1.1462,0.48,16.89,6.9,3.24,6.4551,21.0961
Azerbaijan,1995,58.2767,57.1305,45.7526,10.1788,2.3093,0.036,44.6024,10.1808,2.3113,52.3536,0.1349,3.7827,2.0056,-1.1462,0.31,15.43,8.57,3.34,5.2613,19.7623
Azerbaijan,1996,53.2786,52.1304,40.3542,10.6519,2.2352,0.0372,39.204,10.6529,2.2362,47.3435,0.1472,3.7704,2.0175,-1.1482,0.58,14.8,4.43,2.71,5.3427,20.0608
Azerbaijan,1997,53.0013,51.8531,39.4377,11.1799,2.3451,0.0385,38.2875,11.1809,2.3461,46.7787,0.1961,3.9971,2.0295,-1.1482,0.57,14.28,3.93,3.22,5.0441,20.3046
Azerbaijan,1998,53.4701,52.3339,39.3691,11.6876,2.3736,0.0398,38.2189,11.6956,2.3796,47.168,0.1387,4.122,2.0414,-1.1362,0.49,15.88,2.13,3,5.4354,20.7126
Azerbaijan,1999,53.4343,52.2861,38.7587,12.1883,2.4462,0.0411,37.6085,12.1893,2.4472,46.9679,0.129,4.284,2.0533,-1.1482,0.43,15.91,2.59,1.57,5.8768,21.0111
Azerbaijan,2000,55.1549,54.0287,39.9815,12.676,2.4551,0.0424,38.8312,12.689,2.4661,48.579,0.1413,4.3693,2.0652,-1.1262,0.3,16.31,2.67,2.36,6.1382,21.0908
Azerbaijan,2001,54.8951,53.9529,38.6727,13.4995,2.6538,0.0692,37.7255,13.5025,2.6558,47.7904,0.3293,4.7004,2.0749,-0.9422,0.55,15.14,2.2,2.6,6.0694,21.7711
Azerbaijan,2002,55.2026,54.2584,38.0762,14.256,2.7744,0.096,37.129,14.258,2.7754,47.7142,0.5174,4.8865,2.0846,-0.9442,0.28,13.98,3.01,2.93,5.7805,22.0136
Azerbaijan,2003,52.327,51.3798,34.2887,15.0639,2.8516,0.1228,33.3414,15.0639,2.8516,44.5237,0.6284,5.0806,2.0943,-0.9472,0.58,16.28,2.38,3.15,6.2017,16.512
Azerbaijan,2004,53.0363,52.0911,34.0738,15.8315,2.9813,0.1496,33.1266,15.8325,2.9823,44.7851,0.8604,5.2867,2.104,-0.9452,0.56,15.68,1.89,3.79,6.2229,17.1923
Azerbaijan,2005,56.4608,55.5146,36.6688,16.5891,3.0264,0.1764,35.7216,16.5901,3.0264,48.0065,0.9422,5.3983,2.1137,-0.9462,1.11,16.47,1.69,4.21,6.824,18.8025
Azerbaijan,2006,56.7838,49.3209,34.1933,19.2363,3.1604,0.1938,26.7284,19.2373,3.1614,47.9833,1.0035,5.6698,2.1272,-7.4629,1.25,16.96,1.62,4.84,6.1628,18.4005
Azerbaijan,2007,52.7332,45.2683,27.5327,21.8117,3.1777,0.2111,20.0678,21.8117,3.1777,43.7858,1.0538,5.7528,2.1407,-7.4649,1.34,14.53,2.28,3.77,6.3016,16.9043
Azerbaijan,2008,57.5843,50.1234,29.5951,24.3998,3.3611,0.2284,22.1302,24.4018,3.3631,48.392,1.0235,6.0146,2.1543,-7.4609,1.51,13.96,2.65,4.77,7.6203,19.4017
Azerbaijan,2009,55.788,48.3231,25.1612,26.9768,3.4043,0.2457,17.6963,26.9768,3.4043,46.6082,0.8869,6.1252,2.1678,-7.4649,1.15,11.55,1.74,4.24,7.1591,21.8991
Azerbaijan,2010,57.4039,49.948,24.1675,29.5819,3.3914,0.2631,16.7026,29.5869,3.3954,48.1143,0.9006,6.2077,2.1813,-7.4559,1.44,10,1.44,4.95,7.3379,24.3965
Azerbaijan,2011,63.5647,55.0922,28.792,31.0172,3.463,0.2925,20.3175,31.0182,3.464,54.1117,1.0033,6.2507,2.199,-8.4725,1.56,11.65,1.73,5.79,7.463,27.4787
Azerbaijan,2012,67.4535,58.979,31.0718,32.5072,3.5526,0.3219,22.5974,32.5072,3.5526,57.5703,1.3002,6.3663,2.2167,-8.4745,1.41,13.98,2.18,6.4,6.5281,28.4821
Azerbaijan,2013,69.7221,61.2476,31.7967,33.9941,3.58,0.3513,23.3222,33.9941,3.58,59.5765,1.4945,6.4167,2.2344,-8.4745,1.42,13.75,2.2,7.29,6.4233,29.9232
Azerbaijan,2014,72.5978,64.1303,33.149,35.4359,3.6322,0.3807,24.67,35.44,3.64,62.0891,1.8097,6.4468,2.2521,-8.4675,1.3,14.22,2.3,7.54,6.9284,31.0907
Bahamas,1990,2.1263,0.7595,1.9492,0.1584,0.0186,0,0.4975,0.2174,0.0446,1.9492,0,0.0244,0.1526,-1.3668,,,,,,0
Bahamas,1991,1.96,0.5932,1.7807,0.1606,0.0183,0.0004,0.3289,0.2196,0.0443,1.7807,0.0004,0.0237,0.1552,-1.3668,,,,,,0
Bahamas,1992,1.9709,0.6042,1.788,0.1631,0.019,0.0008,0.3363,0.2221,0.045,1.788,0.0008,0.0244,0.1577,-1.3668,,,,,,0
Bahamas,1993,1.8813,0.5146,1.6964,0.1654,0.0183,0.0012,0.2447,0.2244,0.0443,1.6964,0.0012,0.0235,0.1602,-1.3668,,,,,,0
